251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
251,410,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,412,251
350,433,433,433,433,433,433,433,433,433,510,433,433,433,433,433,433,433,510,510,510,510,510,510,510,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,434,251
350,510,510,510,510,510,510,510,510,433,433,433,433,433,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
350,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
251,350,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
251,350,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
251,251,327,510,510,510,510,510,510,510,510,510,510,510,510,510,510,507,261,262,263,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
251,251,251,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,283,284,285,414,414,414,414,414,414,510,510,510,510,510,414,414,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,283,284,285,251,251,251,251,251,251,414,414,414,414,414,251,251,414,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,434,251
